source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,tfregulons_level
Q9H334,Q6ZN30,FOXP1,BNC2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR;ReMap,B
Q9H334,Q53EP0,FOXP1,FNDC3B,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,P11047,FOXP1,LAMC1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,Q96B97,FOXP1,SH3KBP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
Q9H334,Q6VY07,FOXP1,PACS1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,Q86UP3,FOXP1,ZFHX4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9H334,Q8N4T8,FOXP1,CBR4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q14CM0,FOXP1,FRMPD4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
O14867,Q9H334,BACH1,FOXP1,1,0,0,0,0,0,NA,DoRothEA;ReMap,B;D
Q9H334,O14867,FOXP1,BACH1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B;D
Q9H334,Q9P246,FOXP1,STIM2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,Q9Y2C2,FOXP1,UST,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,O75822,FOXP1,EIF3J,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,O14490,FOXP1,DLGAP1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9BYV9,Q9H334,BACH2,FOXP1,1,0,0,0,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,B;C
Q9H334,Q9BYV9,FOXP1,BACH2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B;C
Q9H334,Q05BV3,FOXP1,EML5,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,Q4AE62,FOXP1,GTDC1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,P51946,FOXP1,CCNH,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,P52757,FOXP1,CHN2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,O15439,FOXP1,ABCC4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,P08069,FOXP1,IGF1R,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;PAZAR;ReMap,B
Q9H334,P15882,FOXP1,CHN1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,O15083,FOXP1,ERC2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,Q15746,FOXP1,MYLK,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,Q8WYP3,FOXP1,RIN2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;JASPAR_v2018;PAZAR,B
Q9H334,Q86UR5,FOXP1,RIMS1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q9H694,FOXP1,BICC1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q9H334,Q8IZS8,FOXP1,CACNA2D3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,O94856,FOXP1,NFASC,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q9Y6D6,FOXP1,ARFGEF1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q9H334,Q9Y2J2,FOXP1,EPB41L3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,P11686,FOXP1,SFTPC,1,0,0,1,0,0,NA,DoRothEA;TFe,A
Q9H334,P36888,FOXP1,FLT3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,P51787,FOXP1,KCNQ1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,Q08117,FOXP1,AES,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,Q86UD4,FOXP1,ZNF329,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,O75334,FOXP1,PPFIA2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q8TEP8,FOXP1,CEP192,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q9H334,Q9NQC1,FOXP1,JADE2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,P00451,FOXP1,F8,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q9UN79,FOXP1,SOX13,1,0,0,0,0,0,NA,DoRothEA;PAZAR,C;D
Q9UN79,Q9H334,SOX13,FOXP1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C;D
Q9H334,P15918,FOXP1,RAG1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;TRRUST,A
Q9H334,Q13405,FOXP1,MRPL49,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,O95718,FOXP1,ESRRB,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q96SI1,FOXP1,KCTD15,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q9NYW8,FOXP1,RBAK,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9H334,O43866,FOXP1,CD5L,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q58EX2,FOXP1,SDK2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q9H334,A8MRT5,FOXP1,NPIPB5,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,P0DPF2,FOXP1,NBPF20,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q9H334,Q9Y295,FOXP1,DRG1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q13330,Q9BUT9,MTA1,MCRIP2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P19419,O75083,ELK1,WDR1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P19419,Q92993,ELK1,KAT5,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9Y3Q8,P14314,TSC22D4,PRKCSH,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q96GC6,Q9UDY2,ZNF274,TJP2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q04206,Q9UDY2,RELA,TJP2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q14653,Q9BT09,IRF3,CNPY3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q16665,P11166,HIF1A,SLC2A1,1,1,0,1,1,0,NA,DoRothEA;HTRI;KEGG;PAZAR;RegNetwork;TRED;TRRUST,A
Q02446,Q8WV74,SP4,NUDT8,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P08651,Q12789,NFIC,GTF3C1,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
Q13886,O94885,KLF9,SASH1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P03372,O94885,ESR1,SASH1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q12778,O94885,FOXO1,SASH1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P48431,Q96A23,SOX2,CPNE4,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P31269,Q9UPW5,HOXA9,AGTPBP1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q68CP9,Q9UPW5,ARID2,AGTPBP1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,P42356,FOXK2,PI4KA,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q04726,FOXK2,TLE3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q14653,Q01167,IRF3,FOXK2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9UIS9,Q01167,MBD1,FOXK2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q6UB99,FOXK2,ANKRD11,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,P01130,FOXK2,LDLR,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q7KZI7,FOXK2,MARK2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,O60291,FOXK2,MGRN1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q96CB9,FOXK2,NSUN4,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q99583,FOXK2,MNT,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q99583,Q01167,MNT,FOXK2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q12772,Q01167,SREBF2,FOXK2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,P16435,FOXK2,POR,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q9NPR2,FOXK2,SEMA4B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,P31751,FOXK2,AKT2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q96LW9,FOXK2,ZSCAN31,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q96SU4,FOXK2,OSBPL9,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q14865,FOXK2,ARID5B,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q86TI2,FOXK2,DPP9,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,O15054,FOXK2,KDM6B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q9H9J4,FOXK2,USP42,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q9NRC1,FOXK2,ST7,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q86UD3,FOXK2,MARCH3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,O00161,FOXK2,SNAP23,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q5U623,FOXK2,ATF7IP2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,Q155Q3,FOXK2,DIXDC1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q01167,O75157,FOXK2,TSC22D2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01167,Q9HCE7,FOXK2,SMURF1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q96AV8,Q9H9A7,E2F7,RMI1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P04198,P41970,MYCN,ELK3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q12778,P41970,FOXO1,ELK3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17029,P47756,ZKSCAN1,CAPZB,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P17544,Q9BXT6,ATF7,MOV10L1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q96EK4,Q5T5J6,THAP11,SWT1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q8N2S1,SMAD2,LTBP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O60315,Q8N2S1,ZEB2,LTBP4,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q02446,Q8N2S1,SP4,LTBP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9GZV8,Q8N2S1,PRDM14,LTBP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P10275,Q8N2S1,AR,LTBP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;HTRI;PAZAR,C
P03372,Q15771,ESR1,RAB30,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR;ReMap,B
Q01196,Q02338,RUNX1,BDH1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
Q02447,O00115,SP3,DNASE2,1,1,0,1,1,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
Q15796,Q6UB99,SMAD2,ANKRD11,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q2PZI1,SMAD2,DPY19L1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,Q6ZMI0,SMAD2,PPP1R21,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,Q9BVG8,SMAD2,KIFC3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q96JM2,SMAD2,ZNF462,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q8N3J9,SMAD2,ZNF664,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,Q13530,SMAD2,SERINC3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,Q9HCE3,SMAD2,ZNF532,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,Q06455,SMAD2,RUNX1T1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q9UPQ7,SMAD2,PDZRN3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,O75071,SMAD2,EFCAB14,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q15796,O00300,SMAD2,TNFRSF11B,1,1,0,1,1,0,NA,DoRothEA;HOCOMOCO_v11;TFactS,A
Q15796,O75167,SMAD2,PHACTR2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P17010,Q15796,ZFX,SMAD2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q15796,Q5T7N2,SMAD2,L1TD1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,P23508,SMAD2,MCC,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q15796,Q9BXU9,SMAD2,CALN1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O43623,Q9UBX3,SNAI2,SLC25A10,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9UBC3,Q9Y6K1,DNMT3B,DNMT3A,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q9GZV8,Q9Y6K1,PRDM14,DNMT3A,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P10275,P43251,AR,BTD,1,0,0,1,0,0,NA,DoRothEA;DoRothEA_reviews;HTRI,A
O75376,P42356,NCOR1,PI4KA,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09629,Q12797,HOXB7,ASPH,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q6NT76,Q12797,HMBOX1,ASPH,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q9GZV8,Q02108,PRDM14,GUCY1A1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q96EK4,P46060,THAP11,RANGAP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P48431,P46060,SOX2,RANGAP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P20719,P07101,HOXA5,TH,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P20719,P06401,HOXA5,PGR,1,1,0,1,1,0,NA,DoRothEA;FANTOM4;PAZAR;TRRUST,A
P50549,Q8NI60,ETV1,COQ8A,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9BQ70,Q9Y383,TCF25,LUC7L2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q14653,O00148,IRF3,DDX39A,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q13133,Q86UB9,NR1H3,TMEM135,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q13133,P17516,NR1H3,AKR1C4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;HTRI;HTRIdb,C
Q13133,O95477,NR1H3,ABCA1,1,1,0,1,1,0,NA,DoRothEA;HOCOMOCO_v11;ReMap;TFactS;TRRUST,A
Q13133,Q96MT1,NR1H3,RNF145,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q13133,Q5T5P2,NR1H3,KIAA1217,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q13133,P33897,NR1H3,ABCD1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01826,O15409,SATB1,FOXP2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01826,Q14980,SATB1,NUMA1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01826,Q8NCP5,SATB1,ZBTB44,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01826,Q8N8I0,SATB1,SAMD12,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01826,P10966,SATB1,CD8B,1,0,0,1,0,0,NA,DoRothEA;HTRI;HTRIdb;TRRUST,A
Q01826,Q8N9B5,SATB1,JMY,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P19544,P11926,WT1,ODC1,1,1,0,1,1,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,Q15007,WT1,WTAP,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,O76071,WT1,CIAO1,1,0,1,1,0,1,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P04198,WT1,MYCN,1,0,1,1,0,1,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,O00592,WT1,PODXL,1,1,0,1,1,0,NA,DoRothEA;HOCOMOCO_v11;TRRUST,A
P19544,P10275,WT1,AR,1,0,1,1,0,1,NA,DoRothEA;FANTOM4;TRRUST,A
P19544,P00533,WT1,EGFR,1,0,1,1,0,1,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
Q04206,P19544,RELA,WT1,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,O14746,WT1,TERT,1,0,1,1,0,1,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P21731,WT1,TBXA2R,1,0,1,1,0,1,NA,DoRothEA;HTRI;HTRIdb;TRRUST,A
P19544,Q9UIW2,WT1,PLXNA1,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P05019,WT1,IGF1,1,0,1,1,0,1,NA,ARACNe-GTEx;DoRothEA;TRRUST,A
P19544,P14784,WT1,IL2RB,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P04085,WT1,PDGFA,1,0,1,1,0,1,NA,DoRothEA;HOCOMOCO_v11;HTRI;HTRIdb;TRRUST,A
P19544,P48745,WT1,CCN3,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P08069,WT1,IGF1R,1,0,1,1,0,1,NA,DoRothEA;HTRI;HTRIdb;RegNetwork;TRED;TRRUST,A
P19544,P03971,WT1,AMH,1,1,0,1,1,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,P63279,WT1,UBE2I,1,0,1,1,0,1,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P19544,O60500,WT1,NPHS1,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P17544,Q70SY1,ATF7,CREB3L2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17544,O75140,ATF7,DEPDC5,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,O95834,ATF7,EML2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17544,Q96DH6,ATF7,MSI2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17544,Q8NFD5,ATF7,ARID1B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,Q7KZF4,ATF7,SND1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17544,Q9H3R0,ATF7,KDM4C,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,Q12857,ATF7,NFIA,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,O14497,ATF7,ARID1A,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q9GZV8,P17544,PRDM14,ATF7,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P17544,Q96BD5,ATF7,PHF21A,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,Q92793,ATF7,CREBBP,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,P05019,ATF7,IGF1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17544,O60684,ATF7,KPNA6,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17544,Q7Z3B3,ATF7,KANSL1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q01196,Q8N371,RUNX1,KDM8,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P03372,Q05329,ESR1,GAD2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR,C
Q13330,Q9HAH7,MTA1,FBRS,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P19419,P48729,ELK1,CSNK1A1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
Q01196,Q7Z6J8,RUNX1,UBE3D,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;PAZAR,C
Q96EK4,O00273,THAP11,DFFA,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q96EK4,Q68CZ1,THAP11,RPGRIP1L,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q96GC6,P18440,ZNF274,NAT1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q14494,Q9NQC3,NFE2L1,RTN4,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q13562,Q9NQC3,NEUROD1,RTN4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9GZV8,Q9NQC3,PRDM14,RTN4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q15672,Q07092,TWIST1,COL16A1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9GZV8,Q07092,PRDM14,COL16A1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q01664,Q6IQ23,TFAP4,PLEKHA7,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P56270,Q03111,MAZ,MLLT1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
O14867,P48163,BACH1,ME1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR;ReMap,B
P10275,A8MWY0,AR,KIAA1324L,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P35712,A8MWY0,SOX6,KIAA1324L,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P17010,P35268,ZFX,RPL22,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q96EK4,Q8WVC6,THAP11,DCAKD,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P27540,Q8N1I0,ARNT,DOCK4,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,P02786,ARNT,TFRC,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;KEGG;PAZAR,C
P27540,Q9P2Y5,ARNT,UVRAG,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,P03372,ARNT,ESR1,1,0,0,1,0,0,NA,DoRothEA;ReMap;TRRUST,B
P27540,Q14135,ARNT,VGLL4,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,Q8NFD5,ARNT,ARID1B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,Q92766,ARNT,RREB1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P27540,P51825,ARNT,AFF1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,O75962,ARNT,TRIO,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,Q14865,ARNT,ARID5B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P27540,Q12857,ARNT,NFIA,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P27540,Q9Y4D1,ARNT,DAAM1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
