source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,tfregulons_level
Q04206,Q99814,RELA,EPAS1,1,1,0,1,1,0,NA,DoRothEA;HOCOMOCO_v11;TRRUST,A
Q99814,Q9Y618,EPAS1,NCOR2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q86WH2,EPAS1,RASSF3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q99814,O14746,EPAS1,TERT,1,0,0,1,0,0,NA,DoRothEA;PAZAR;TFe,A
Q99814,P31641,EPAS1,SLC6A6,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q9UNA1,EPAS1,ARHGAP26,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q9Y5L2,EPAS1,HILPDA,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q8N8X9,EPAS1,MAB21L3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q9P0V3,EPAS1,SH3BP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q99814,Q8WUA8,EPAS1,TSKU,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q99814,Q5VWQ8,EPAS1,DAB2IP,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q99814,O14867,EPAS1,BACH1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q99814,Q9BX66,EPAS1,SORBS1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q99814,P17948,EPAS1,FLT1,1,1,0,1,1,0,NA,ARACNe-GTEx;DoRothEA;RegNetwork;TRED;TRRUST,A
Q99814,Q12791,EPAS1,KCNMA1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q99814,Q9ULH1,EPAS1,ASAP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q99814,Q9BVW6,EPAS1,SMIM2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q99814,Q9UFH2,EPAS1,DNAH17,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q9HCE6,ASCL1,ARHGEF10L,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P50553,Q14C87,ASCL1,TMEM132D,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P50553,Q8NBJ4,ASCL1,GOLM1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q9P281,ASCL1,BAHCC1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q32NB8,ASCL1,PGS1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q9HBX8,ASCL1,LGR6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,O60733,ASCL1,PLA2G6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q14469,P50553,HES1,ASCL1,1,0,1,1,0,1,NA,DoRothEA;HTRI;HTRIdb;JASPAR_v2018;Signor;TRRUST,A
P50553,O15350,ASCL1,TP73,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q92752,ASCL1,TNR,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P50553,O95359,ASCL1,TACC2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q14192,ASCL1,FHL2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q6PUV4,ASCL1,CPLX2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P50553,P52735,ASCL1,VAV2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q9Y653,ASCL1,ADGRG1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,O75051,ASCL1,PLXNA2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q9Y2H0,ASCL1,DLGAP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,A6NC98,ASCL1,CCDC88B,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q2TAC2,ASCL1,CCDC57,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q9NY59,ASCL1,SMPD3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,O75962,ASCL1,TRIO,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q8IZN3,ASCL1,ZDHHC14,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q01196,ASCL1,RUNX1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q96MY1,ASCL1,NOL4L,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,P98196,ASCL1,ATP11A,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,O60284,ASCL1,ST18,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P50553,Q9Y618,ASCL1,NCOR2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P56693,P50553,SOX10,ASCL1,1,0,0,1,0,0,NA,DoRothEA;TFe,A
P50553,Q9ULR3,ASCL1,PPM1H,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q5VU57,ASCL1,AGBL4,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q08629,ASCL1,SPOCK1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,O60229,ASCL1,KALRN,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q8ND76,ASCL1,CCNY,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q13009,ASCL1,TIAM1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,A6NFN3,ASCL1,RBFOX3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q6ZSG1,ASCL1,RNF165,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q9P219,ASCL1,CCDC88C,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,O14522,ASCL1,PTPRT,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,P37235,ASCL1,HPCAL1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q6WCQ1,ASCL1,MPRIP,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,P23468,ASCL1,PTPRD,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q9UGU0,ASCL1,TCF20,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q9Y4F1,ASCL1,FARP1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q8TC26,ASCL1,TMEM163,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,Q8NES3,ASCL1,LFNG,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q08117,ASCL1,AES,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,P30926,ASCL1,CHRNB4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;TRRUST,C
P50553,Q6DN90,ASCL1,IQSEC1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50553,Q658N2,ASCL1,WSCD1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50553,O95622,ASCL1,ADCY5,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P20749,P50552,BCL3,VASP,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P52747,P50552,ZNF143,VASP,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P18846,P50552,ATF1,VASP,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q13562,P50552,NEUROD1,VASP,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
O43623,P50552,SNAI2,VASP,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P35680,A1L390,HNF1B,PLEKHG3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P78545,A1L390,ELF3,PLEKHG3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q07869,P05413,PPARA,FABP3,1,1,0,1,1,0,NA,DoRothEA;RegNetwork;TFactS;TRED,A
Q14541,P49908,HNF4G,SELENOP,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
Q9P0K8,P49908,FOXJ2,SELENOP,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q12778,P49908,FOXO1,SELENOP,1,0,0,1,0,0,NA,DoRothEA;TFe,A
P10914,P49796,IRF1,RGS3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q9UL17,P49796,TBX21,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q14541,P49796,HNF4G,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
O14978,P49796,ZNF263,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR;ReMap,B
P15976,P49796,GATA1,RGS3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P23769,P49796,GATA2,RGS3,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;JASPAR_v2018;PAZAR,C
Q16621,P49796,NFE2,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P18848,P49796,ATF4,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P48436,P49796,SOX9,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q16236,P49796,NFE2L2,RGS3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P37231,P49796,PPARG,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O15525,P49796,MAFG,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P11308,P49796,ERG,RGS3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P24468,P49796,NR2F2,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q99583,P49796,MNT,RGS3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P03372,P49796,ESR1,RGS3,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q01196,P49796,RUNX1,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;PAZAR;ReMap,B
Q01664,P49796,TFAP4,RGS3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
O95644,P49796,NFATC1,RGS3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q12778,P49796,FOXO1,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
O14867,P49796,BACH1,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q9BYV9,P49796,BACH2,RGS3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P55317,Q86WG5,FOXA1,SBF2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P23769,Q86WG5,GATA2,SBF2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P04637,Q86WG5,TP53,SBF2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
O15350,Q86WG5,TP73,SBF2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;HTRI;ReMap,C
Q13485,Q86WG5,SMAD4,SBF2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;JASPAR_v2018;ReMap,B
Q9NQB0,Q86WG5,TCF7L2,SBF2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
O14770,Q86WG5,MEIS2,SBF2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P48431,Q86WG5,SOX2,SBF2,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
Q14653,Q99418,IRF3,CYTH2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P24468,O75061,NR2F2,DNAJC6,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q9GZV8,O75061,PRDM14,DNAJC6,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P35712,O75061,SOX6,DNAJC6,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P17028,O75061,ZNF24,DNAJC6,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
Q96EK4,P49790,THAP11,NUP153,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P17947,P11049,SPI1,CD37,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ENCODE_proximal;JASPAR_v2018;PAZAR,B
P09086,P33076,POU2F2,CIITA,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
P09086,Q9NPB8,POU2F2,GPCPD1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q9H6Z9,POU2F2,EGLN3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q13761,POU2F2,RUNX3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
Q13761,P09086,RUNX3,POU2F2,1,0,0,0,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q16633,POU2F2,POU2AF1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap;RegNetwork;TRED,B
P09086,P15923,POU2F2,TCF3,1,0,0,0,0,0,NA,DoRothEA;ReMap,C;D
P15923,P09086,TCF3,POU2F2,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C;D
P09086,Q8WYR1,POU2F2,PIK3R5,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,P08567,POU2F2,PLEK,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
P09086,Q03001,POU2F2,DST,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q12912,POU2F2,LRMP,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
P09086,O95379,POU2F2,TNFAIP8,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q13114,POU2F2,TRAF3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
P09086,P17947,POU2F2,SPI1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;FANTOM4;RegNetwork;TRED;TRRUST,A;D
P17947,P09086,SPI1,POU2F2,1,0,0,0,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;PAZAR,A;D
P09086,P11161,POU2F2,EGR2,1,0,0,1,0,0,NA,DoRothEA;ENCODE_distal;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,P13796,POU2F2,LCP1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ENCODE_distal;ReMap,C
P09086,P21817,POU2F2,RYR1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,P62807,POU2F2,HIST1H2BF,1,0,0,1,0,0,NA,DoRothEA;ENCODE_proximal;FANTOM4;HOCOMOCO_v11;JASPAR_v2018,C
P09086,Q9H9B1,POU2F2,EHMT1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,O94804,POU2F2,STK10,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;JASPAR_v2018;ReMap,B
P09086,Q7Z403,POU2F2,TMC6,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,P41279,POU2F2,MAP3K8,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q9BZ29,POU2F2,DOCK9,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q6PJF5,POU2F2,RHBDF2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q9Y2G9,POU2F2,SBNO2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,P84022,POU2F2,SMAD3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q3L8U1,POU2F2,CHD9,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q12913,POU2F2,PTPRJ,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q5R372,POU2F2,RABGAP1L,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,P42331,POU2F2,ARHGAP25,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,P49685,POU2F2,GPR15,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q92835,POU2F2,INPP5D,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q14687,POU2F2,GSE1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q12979,POU2F2,ABR,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,B7ZAP0,POU2F2,RABGAP1L,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,P07948,POU2F2,LYN,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap;RegNetwork;TRED,B
P09086,Q86WI3,POU2F2,NLRC5,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,P24557,POU2F2,TBXAS1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q14019,POU2F2,COTL1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q8WY36,POU2F2,BBX,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,P35579,POU2F2,MYH9,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q9UGI6,POU2F2,KCNN3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q16555,POU2F2,DPYSL2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q9C0B9,POU2F2,ZCCHC2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,P13765,POU2F2,HLA-DOB,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;RegNetwork;TRED;TRRUST,A
P09086,Q9Y2H0,POU2F2,DLGAP4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q5UE93,POU2F2,PIK3R6,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,O94875,POU2F2,SORBS2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q502W6,POU2F2,VWA3B,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q04864,POU2F2,REL,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;RegNetwork;TRED,C
P09086,Q02363,POU2F2,ID2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;TRRUST,C
P09086,Q8TCU6,POU2F2,PREX1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,O94953,POU2F2,KDM4B,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q01196,POU2F2,RUNX1,1,0,0,0,0,0,NA,DoRothEA;ReMap,C;D
Q01196,P09086,RUNX1,POU2F2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C;D
P09086,Q9Y3R0,POU2F2,GRIP1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q5T1R4,POU2F2,HIVEP3,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,Q38SD2,POU2F2,LRRK1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;ReMap,B
P09086,Q9H4L5,POU2F2,OSBPL3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q04206,P09086,RELA,POU2F2,1,0,0,1,0,0,NA,DoRothEA;ReMap;TRRUST,B
P09086,Q9BY12,POU2F2,SCAPER,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q9HCE3,POU2F2,ZNF532,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P09086,P10451,POU2F2,SPP1,1,0,0,1,0,0,NA,DoRothEA;RegNetwork;TRED;TRRUST,A
P09086,Q8NHM5,POU2F2,KDM2B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,O15018,POU2F2,PDZD2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P09086,Q7Z6G8,POU2F2,ANKS1B,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,O00305,POU2F2,CACNB4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q5T5P2,POU2F2,KIAA1217,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q92608,POU2F2,DOCK2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q9NR81,POU2F2,ARHGEF3,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q92854,POU2F2,SEMA4D,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,Q8N8A2,POU2F2,ANKRD44,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P09086,O94921,POU2F2,CDK14,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P09086,Q96PE3,POU2F2,INPP4A,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
Q13761,P32942,RUNX3,ICAM3,1,0,1,1,0,1,NA,ARACNe-GTEx;DoRothEA;TRRUST,A
P03372,Q53QV2,ESR1,LBH,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
Q9GZV8,Q99571,PRDM14,P2RX4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P24468,A4D0V7,NR2F2,CPED1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
O60315,A4D0V7,ZEB2,CPED1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P35712,A4D0V7,SOX6,CPED1,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;JASPAR_v2018;ReMap,B
P35680,P55196,HNF1B,AFDN,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P10589,Q96MK2,NR2F1,RIPOR3,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P03372,Q96MK2,ESR1,RIPOR3,1,0,0,1,0,0,NA,DoRothEA;HTRI;PAZAR;ReMap,B
P50539,Q92619,MXI1,ARHGAP45,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50539,P56545,MXI1,CTBP2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,B
P50539,Q03001,MXI1,DST,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;HOCOMOCO_v11;ReMap,B
P15976,P50539,GATA1,MXI1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50539,P11171,MXI1,EPB41,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50539,P30519,MXI1,HMOX2,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P23769,P50539,GATA2,MXI1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;PAZAR,C
P50539,Q04727,MXI1,TLE4,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
Q16254,P50539,E2F4,MXI1,1,0,0,1,0,0,NA,DoRothEA;PAZAR;ReMap,B
P50539,O00764,MXI1,PDXK,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P50539,Q09666,MXI1,AHNAK,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P50539,Q9GZQ8,MXI1,MAP1LC3B,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
P50539,P39880,MXI1,CUX1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;ReMap,C
P50539,Q9NWZ5,MXI1,UCKL1,1,0,0,1,0,0,NA,DoRothEA;HOCOMOCO_v11;JASPAR_v2018;ReMap,C
P50539,Q15365,MXI1,PCBP1,1,0,0,1,0,0,NA,DoRothEA;JASPAR_v2018;ReMap,C
P50539,Q16236,MXI1,NFE2L2,1,0,0,1,0,0,NA,ARACNe-GTEx;DoRothEA;ReMap,C
